# Selection   : all
# Cells       : 440
# Volume      : 7.374263e+01
# Time        	max(p)
53.45         	2.309558e+00
53.5          	2.325145e+00
53.55         	2.209118e+00
53.6          	2.208183e+00
53.65         	2.208427e+00
53.7          	2.190404e+00
53.75         	2.176781e+00
53.8          	2.162165e+00
53.85         	2.150131e+00
53.9          	2.146575e+00
53.95         	2.137532e+00
54            	2.139216e+00
54.05         	2.139745e+00
54.1          	2.127364e+00
54.15         	2.104822e+00
54.2          	2.089092e+00
54.25         	2.082779e+00
54.3          	2.022683e+00
54.35         	2.054561e+00
54.4          	2.101521e+00
54.45         	2.113303e+00
54.5          	2.114956e+00
54.55         	2.165695e+00
54.6          	2.155817e+00
54.65         	2.190862e+00
54.7          	2.194987e+00
54.75         	2.201806e+00
54.8          	2.213440e+00
54.85         	2.229548e+00
54.9          	2.217254e+00
54.95         	2.227000e+00
55            	2.228242e+00
55.05         	2.227004e+00
55.1          	2.223847e+00
55.15         	2.214599e+00
55.2          	2.245497e+00
55.25         	2.226939e+00
55.3          	2.233616e+00
55.35         	2.241652e+00
55.4          	2.255347e+00
55.45         	2.273880e+00
55.5          	2.269469e+00
55.55         	2.284417e+00
55.6          	2.290787e+00
55.65         	2.285157e+00
55.7          	2.268005e+00
55.75         	2.255935e+00
55.8          	2.255958e+00
55.85         	2.268906e+00
55.9          	2.243918e+00
55.95         	2.260911e+00
56            	2.251511e+00
56.05         	2.217059e+00
56.1          	2.185883e+00
56.15         	2.167818e+00
56.2          	2.130501e+00
56.25         	2.103813e+00
56.3          	2.076977e+00
56.35         	2.053866e+00
56.4          	2.028914e+00
56.45         	2.000820e+00
56.5          	1.983955e+00
56.55         	1.964876e+00
56.6          	1.949093e+00
56.65         	1.940323e+00
56.7          	1.943687e+00
56.75         	1.941875e+00
56.8          	1.932416e+00
56.85         	1.888790e+00
56.9          	1.962528e+00
56.95         	1.961472e+00
57            	1.955578e+00
57.05         	1.990559e+00
57.1          	1.988806e+00
57.15         	1.988428e+00
57.2          	2.029231e+00
57.25         	2.043452e+00
57.3          	2.053687e+00
57.35         	2.070786e+00
57.4          	2.092095e+00
57.45         	2.105256e+00
57.5          	2.155032e+00
57.55         	2.187574e+00
57.6          	2.207508e+00
57.65         	2.233840e+00
57.7          	2.228793e+00
57.75         	2.276043e+00
57.8          	2.306448e+00
57.85         	2.317818e+00
57.9          	2.321149e+00
57.95         	2.337658e+00
58            	2.344532e+00
58.05         	2.372843e+00
58.1          	2.397780e+00
58.15         	2.401951e+00
58.2          	2.405406e+00
58.25         	2.415644e+00
58.3          	2.402216e+00
58.35         	2.393312e+00
58.4          	2.427450e+00
58.45         	2.410236e+00
58.5          	2.405211e+00
58.55         	2.393242e+00
58.6          	2.380660e+00
58.65         	2.369956e+00
58.7          	2.357787e+00
58.75         	2.338913e+00
58.8          	2.328801e+00
58.85         	2.324121e+00
58.9          	2.305774e+00
58.95         	2.329358e+00
59            	2.289436e+00
59.05         	2.306589e+00
59.1          	2.298861e+00
59.15         	2.239545e+00
59.2          	2.289360e+00
59.25         	2.293961e+00
59.3          	2.292347e+00
59.35         	2.292111e+00
59.4          	2.292384e+00
59.45         	2.290889e+00
59.5          	2.214571e+00
59.55         	2.190796e+00
59.6          	2.196163e+00
59.65         	2.190840e+00
59.7          	2.161576e+00
59.75         	2.145198e+00
59.8          	2.137046e+00
59.85         	2.136399e+00
59.9          	2.124550e+00
59.95         	2.132583e+00
60            	2.128631e+00
60.05         	2.118993e+00
60.1          	2.103053e+00
60.15         	2.084266e+00
60.2          	2.073032e+00
60.25         	2.061018e+00
60.3          	2.070280e+00
60.35         	2.058840e+00
60.4          	2.090614e+00
60.45         	2.103408e+00
60.5          	2.112186e+00
60.55         	2.167067e+00
60.6          	2.174427e+00
60.65         	2.175981e+00
60.7          	2.183429e+00
60.75         	2.186520e+00
60.8          	2.213039e+00
60.85         	2.215390e+00
60.9          	2.213277e+00
60.95         	2.220126e+00
61            	2.212563e+00
61.05         	2.214912e+00
61.1          	2.213247e+00
61.15         	2.207356e+00
61.2          	2.210028e+00
61.25         	2.217003e+00
61.3          	2.222475e+00
61.35         	2.235338e+00
61.4          	2.255983e+00
61.45         	2.257041e+00
61.5          	2.253798e+00
61.55         	2.279303e+00
61.6          	2.282411e+00
61.65         	2.272146e+00
61.7          	2.256160e+00
61.75         	2.242553e+00
61.8          	2.251281e+00
61.85         	2.260965e+00
61.9          	2.244914e+00
61.95         	2.260490e+00
62            	2.241972e+00
62.05         	2.208187e+00
62.1          	2.181543e+00
62.15         	2.155566e+00
62.2          	2.127825e+00
62.25         	2.097497e+00
62.3          	2.071212e+00
62.35         	2.048681e+00
62.4          	2.021315e+00
62.45         	1.996735e+00
62.5          	1.976927e+00
62.55         	1.958157e+00
62.6          	1.949847e+00
62.65         	1.936198e+00
62.7          	1.953805e+00
62.75         	1.942774e+00
62.8          	1.934382e+00
62.85         	1.917702e+00
62.9          	1.962448e+00
62.95         	1.966820e+00
63            	1.963921e+00
63.05         	1.999307e+00
63.1          	1.999510e+00
63.15         	2.008564e+00
63.2          	2.032746e+00
63.25         	2.056453e+00
63.3          	2.065046e+00
63.35         	2.084257e+00
63.4          	2.099755e+00
63.45         	2.131565e+00
63.5          	2.168111e+00
63.55         	2.199352e+00
63.6          	2.220650e+00
63.65         	2.248039e+00
63.7          	2.248761e+00
63.75         	2.290833e+00
63.8          	2.325767e+00
63.85         	2.315325e+00
63.9          	2.327895e+00
63.95         	2.347696e+00
64            	2.348972e+00
64.05         	2.381367e+00
64.1          	2.398670e+00
64.15         	2.394797e+00
64.2          	2.412013e+00
64.25         	2.428998e+00
64.3          	2.403223e+00
64.35         	2.390036e+00
64.4          	2.427810e+00
64.45         	2.419790e+00
64.5          	2.405104e+00
64.55         	2.395570e+00
64.6          	2.378262e+00
64.65         	2.371942e+00
64.7          	2.384179e+00
64.75         	2.346405e+00
64.8          	2.341221e+00
64.85         	2.327539e+00
64.9          	2.307256e+00
64.95         	2.296573e+00
65            	2.304603e+00
65.05         	2.317580e+00
65.1          	2.275836e+00
65.15         	2.297766e+00
65.2          	2.306246e+00
65.25         	2.271548e+00
65.3          	2.303072e+00
65.35         	2.302958e+00
65.4          	2.304023e+00
65.45         	2.313708e+00
65.5          	2.204592e+00
65.55         	2.200423e+00
65.6          	2.202143e+00
65.65         	2.183924e+00
65.7          	2.169727e+00
65.75         	2.154486e+00
65.8          	2.142571e+00
65.85         	2.139759e+00
65.9          	2.133864e+00
65.95         	2.135913e+00
66            	2.134131e+00
66.05         	2.122280e+00
66.1          	2.100425e+00
66.15         	2.084097e+00
66.2          	2.076359e+00
66.25         	2.040874e+00
66.3          	2.052507e+00
66.35         	2.095642e+00
66.4          	2.107335e+00
66.45         	2.116679e+00
66.5          	2.160354e+00
66.55         	2.153633e+00
66.6          	2.187684e+00
66.65         	2.189624e+00
66.7          	2.196309e+00
66.75         	2.204499e+00
66.8          	2.223035e+00
66.85         	2.222502e+00
66.9          	2.220912e+00
66.95         	2.223696e+00
67            	2.223537e+00
67.05         	2.219318e+00
67.1          	2.212544e+00
67.15         	2.236923e+00
67.2          	2.223343e+00
67.25         	2.228867e+00
67.3          	2.240250e+00
67.35         	2.252136e+00
67.4          	2.269774e+00
67.45         	2.266984e+00
67.5          	2.284557e+00
67.55         	2.288099e+00
67.6          	2.283453e+00
67.65         	2.266579e+00
67.7          	2.255028e+00
67.75         	2.254808e+00
67.8          	2.268981e+00
67.85         	2.245510e+00
67.9          	2.261841e+00
67.95         	2.252333e+00
68            	2.224416e+00
68.05         	2.186112e+00
68.1          	2.168649e+00
68.15         	2.131091e+00
68.2          	2.105749e+00
68.25         	2.079056e+00
68.3          	2.055616e+00
68.35         	2.030069e+00
68.4          	2.002968e+00
68.45         	1.980191e+00
68.5          	1.962291e+00
68.55         	1.950839e+00
68.6          	1.933853e+00
68.65         	1.946162e+00
68.7          	1.943181e+00
68.75         	1.933925e+00
68.8          	1.913850e+00
68.85         	1.958604e+00
68.9          	1.962659e+00
68.95         	1.959127e+00
69            	1.991628e+00
69.05         	1.990609e+00
69.1          	1.995134e+00
69.15         	2.029696e+00
69.2          	2.045156e+00
69.25         	2.055476e+00
69.3          	2.073892e+00
69.35         	2.092370e+00
69.4          	2.104354e+00
69.45         	2.151754e+00
69.5          	2.188370e+00
69.55         	2.206672e+00
69.6          	2.232987e+00
69.65         	2.235323e+00
69.7          	2.278184e+00
69.75         	2.304179e+00
69.8          	2.310602e+00
69.85         	2.320931e+00
69.9          	2.337242e+00
69.95         	2.345407e+00
70            	2.372132e+00
70.05         	2.397918e+00
70.1          	2.386149e+00
70.15         	2.405541e+00
70.2          	2.416159e+00
70.25         	2.402708e+00
70.3          	2.394976e+00
70.35         	2.428820e+00
70.4          	2.410811e+00
70.45         	2.406520e+00
70.5          	2.394801e+00
70.55         	2.384151e+00
70.6          	2.371981e+00
70.65         	2.360156e+00
70.7          	2.314407e+00
70.75         	2.329824e+00
70.8          	2.326207e+00
70.85         	2.308609e+00
70.9          	2.331959e+00
70.95         	2.291633e+00
71            	2.308339e+00
71.05         	2.300531e+00
71.1          	2.242037e+00
71.15         	2.291556e+00
71.2          	2.304953e+00
71.25         	2.295586e+00
71.3          	2.295579e+00
71.35         	2.295661e+00
71.4          	2.289505e+00
71.45         	2.220304e+00
71.5          	2.193919e+00
71.55         	2.198914e+00
71.6          	2.192877e+00
71.65         	2.164173e+00
71.7          	2.148707e+00
71.75         	2.140124e+00
71.8          	2.129274e+00
71.85         	2.127239e+00
71.9          	2.134684e+00
71.95         	2.128745e+00
72            	2.120558e+00
72.05         	2.104090e+00
72.1          	2.085231e+00
72.15         	2.074300e+00
72.2          	2.064520e+00
72.25         	2.068383e+00
72.3          	2.088952e+00
72.35         	2.092603e+00
72.4          	2.104938e+00
72.45         	2.132889e+00
72.5          	2.165922e+00
72.55         	2.176779e+00
72.6          	2.178750e+00
72.65         	2.185504e+00
72.7          	2.188382e+00
72.75         	2.214550e+00
72.8          	2.217745e+00
72.85         	2.215409e+00
72.9          	2.218515e+00
72.95         	2.216425e+00
73            	2.216435e+00
73.05         	2.214299e+00
73.1          	2.209644e+00
73.15         	2.213094e+00
73.2          	2.219858e+00
73.25         	2.225343e+00
73.3          	2.237521e+00
73.35         	2.257839e+00
73.4          	2.258964e+00
73.45         	2.255539e+00
73.5          	2.280801e+00
73.55         	2.283557e+00
73.6          	2.272722e+00
73.65         	2.256251e+00
73.7          	2.247243e+00
73.75         	2.251238e+00
73.8          	2.259801e+00
73.85         	2.242948e+00
73.9          	2.259012e+00
73.95         	2.241518e+00
74            	2.207006e+00
74.05         	2.179253e+00
74.1          	2.151748e+00
74.15         	2.125349e+00
74.2          	2.095158e+00
74.25         	2.069565e+00
74.3          	2.048789e+00
74.35         	2.017381e+00
74.4          	1.994879e+00
74.45         	1.974768e+00
74.5          	1.961169e+00
74.55         	1.947398e+00
74.6          	1.940662e+00
74.65         	1.953579e+00
74.7          	1.941085e+00
74.75         	1.932595e+00
74.8          	1.959464e+00
74.85         	1.961945e+00
74.9          	1.965569e+00
74.95         	1.962787e+00
75            	1.995582e+00
75.05         	1.998067e+00
75.1          	2.006940e+00
75.15         	2.038730e+00
75.2          	2.055708e+00
75.25         	2.062594e+00
75.3          	2.081650e+00
75.35         	2.095852e+00
75.4          	2.133250e+00
75.45         	2.170990e+00
75.5          	2.198913e+00
75.55         	2.222113e+00
75.6          	2.250616e+00
75.65         	2.255432e+00
75.7          	2.292990e+00
75.75         	2.322420e+00
75.8          	2.314815e+00
75.85         	2.330076e+00
75.9          	2.344876e+00
75.95         	2.343975e+00
76            	2.384945e+00
76.05         	2.399147e+00
76.1          	2.394404e+00
76.15         	2.411934e+00
76.2          	2.426090e+00
76.25         	2.402601e+00
76.3          	2.394504e+00
76.35         	2.425701e+00
76.4          	2.417450e+00
76.45         	2.403137e+00
76.5          	2.393513e+00
76.55         	2.372057e+00
76.6          	2.369634e+00
76.65         	2.383858e+00
76.7          	2.344317e+00
76.75         	2.338392e+00
76.8          	2.325492e+00
76.85         	2.303820e+00
76.9          	2.295885e+00
76.95         	2.303033e+00
77            	2.316912e+00
77.05         	2.273654e+00
77.1          	2.295926e+00
77.15         	2.304681e+00
77.2          	2.264322e+00
77.25         	2.300291e+00
77.3          	2.300217e+00
77.35         	2.299678e+00
77.4          	2.315995e+00
77.45         	2.203515e+00
77.5          	2.195753e+00
77.55         	2.197956e+00
77.6          	2.179356e+00
77.65         	2.165147e+00
77.7          	2.149919e+00
77.75         	2.138280e+00
77.8          	2.135752e+00
77.85         	2.127001e+00
77.9          	2.130660e+00
77.95         	2.130296e+00
78            	2.118193e+00
78.05         	2.095758e+00
78.1          	2.079385e+00
78.15         	2.072219e+00
78.2          	2.046153e+00
78.25         	2.048705e+00
78.3          	2.093094e+00
78.35         	2.104480e+00
78.4          	2.114134e+00
78.45         	2.160045e+00
78.5          	2.144381e+00
78.55         	2.175931e+00
78.6          	2.187354e+00
78.65         	2.193803e+00
78.7          	2.206263e+00
78.75         	2.221038e+00
78.8          	2.219444e+00
78.85         	2.214839e+00
78.9          	2.221178e+00
78.95         	2.221340e+00
79            	2.217623e+00
79.05         	2.210258e+00
79.1          	2.224295e+00
79.15         	2.221811e+00
79.2          	2.226817e+00
79.25         	2.236935e+00
79.3          	2.264871e+00
79.35         	2.268027e+00
79.4          	2.265285e+00
79.45         	2.282428e+00
79.5          	2.286779e+00
79.55         	2.281619e+00
79.6          	2.264908e+00
79.65         	2.253586e+00
79.7          	2.254042e+00
79.75         	2.267766e+00
79.8          	2.243702e+00
79.85         	2.260970e+00
79.9          	2.251097e+00
79.95         	2.222649e+00
80            	2.187823e+00
