# Selection   : all
# Cells       : 440
# Volume      : 7.374263e+01
# Time        	minMag(U)
53.2          	3.527341e-02
53.25         	3.682539e-02
53.3          	3.552225e-02
53.35         	3.399722e-02
53.4          	3.188623e-02
53.45         	2.980408e-02
53.5          	2.745673e-02
53.55         	2.478879e-02
53.6          	2.193139e-02
53.65         	1.939534e-02
53.7          	1.722899e-02
53.75         	1.506744e-02
53.8          	1.275169e-02
53.85         	1.020406e-02
53.9          	7.653094e-03
53.95         	5.081341e-03
54            	2.379321e-03
54.05         	1.191274e-03
54.1          	4.309917e-03
54.15         	8.197330e-03
54.2          	1.298599e-02
54.25         	1.805285e-02
54.3          	2.420271e-02
54.35         	2.629055e-02
54.4          	2.350731e-02
54.45         	2.098745e-02
54.5          	1.871466e-02
54.55         	1.803411e-02
54.6          	1.483778e-02
54.65         	1.694256e-02
54.7          	2.183506e-02
54.75         	2.563248e-02
54.8          	1.412051e-02
54.85         	3.356907e-02
54.9          	3.737201e-02
54.95         	2.374579e-02
55            	1.345306e-02
55.05         	1.855172e-02
55.1          	2.561716e-02
55.15         	1.916277e-02
55.2          	1.348127e-02
55.25         	1.222219e-02
55.3          	1.163088e-02
55.35         	1.159669e-02
55.4          	1.198015e-02
55.45         	1.266233e-02
55.5          	1.347411e-02
55.55         	1.478601e-02
55.6          	1.642058e-02
55.65         	1.867799e-02
55.7          	1.863150e-02
55.75         	1.818047e-02
55.8          	1.800006e-02
55.85         	1.787281e-02
55.9          	1.755701e-02
55.95         	1.700952e-02
56            	1.589184e-02
56.05         	1.451748e-02
56.1          	1.310878e-02
56.15         	1.170284e-02
56.2          	1.034332e-02
56.25         	8.763211e-03
56.3          	7.167091e-03
56.35         	5.683082e-03
56.4          	3.934659e-03
56.45         	1.100556e-03
56.5          	1.761513e-03
56.55         	4.657553e-03
56.6          	7.533507e-03
56.65         	9.210422e-03
56.7          	1.052838e-02
56.75         	1.187491e-02
56.8          	1.314452e-02
56.85         	1.428880e-02
56.9          	1.548031e-02
56.95         	1.454187e-02
57            	1.014342e-02
57.05         	8.415421e-03
57.1          	1.114307e-02
57.15         	1.090455e-02
57.2          	5.267198e-03
57.25         	8.775118e-04
57.3          	7.792752e-03
57.35         	1.538629e-02
57.4          	1.265964e-02
57.45         	2.418136e-02
57.5          	2.472356e-02
57.55         	9.413789e-03
57.6          	1.609058e-02
57.65         	2.610319e-02
57.7          	2.632227e-02
57.75         	2.027144e-02
57.8          	1.209876e-02
57.85         	1.617601e-02
57.9          	2.429615e-02
57.95         	2.350035e-02
58            	2.286079e-02
58.05         	2.227991e-02
58.1          	2.240002e-02
58.15         	2.259838e-02
58.2          	2.278329e-02
58.25         	1.472050e-02
58.3          	9.688062e-03
58.35         	1.782356e-02
58.4          	1.779434e-02
58.45         	1.526087e-02
58.5          	1.287027e-02
58.55         	1.067226e-02
58.6          	8.882890e-03
58.65         	8.003074e-03
58.7          	8.335472e-03
58.75         	9.712703e-03
58.8          	1.185545e-02
58.85         	1.442340e-02
58.9          	1.730687e-02
58.95         	2.057488e-02
59            	2.381842e-02
59.05         	2.376009e-02
59.1          	2.276973e-02
59.15         	2.507613e-02
59.2          	3.021865e-02
59.25         	3.584604e-02
59.3          	3.434517e-02
59.35         	3.234669e-02
59.4          	3.026027e-02
59.45         	2.809921e-02
59.5          	2.603375e-02
59.55         	2.284041e-02
59.6          	2.021206e-02
59.65         	1.804668e-02
59.7          	1.606387e-02
59.75         	1.390013e-02
59.8          	1.153960e-02
59.85         	9.079506e-03
59.9          	6.610367e-03
59.95         	4.070975e-03
60            	1.390373e-03
60.05         	2.223909e-03
60.1          	5.648784e-03
60.15         	9.827275e-03
60.2          	1.481229e-02
60.25         	2.001819e-02
60.3          	2.545743e-02
60.35         	2.607441e-02
60.4          	2.357009e-02
60.45         	2.133113e-02
60.5          	1.959044e-02
60.55         	1.664712e-02
60.6          	1.863444e-02
60.65         	1.317635e-02
60.7          	2.494708e-02
60.75         	2.005534e-02
60.8          	2.175958e-02
60.85         	3.731164e-02
60.9          	2.694242e-02
60.95         	1.520163e-02
61            	1.532747e-02
61.05         	2.792008e-02
61.1          	2.271858e-02
61.15         	1.576974e-02
61.2          	1.303139e-02
61.25         	1.225025e-02
61.3          	1.195719e-02
61.35         	1.214701e-02
61.4          	1.281081e-02
61.45         	1.360562e-02
61.5          	1.494223e-02
61.55         	1.610762e-02
61.6          	1.870582e-02
61.65         	1.779172e-02
61.7          	1.722134e-02
61.75         	1.692484e-02
61.8          	1.682029e-02
61.85         	1.667143e-02
61.9          	1.638147e-02
61.95         	1.554553e-02
62            	1.428699e-02
62.05         	1.293559e-02
62.1          	1.158168e-02
62.15         	1.028940e-02
62.2          	8.965544e-03
62.25         	7.458924e-03
62.3          	6.022401e-03
62.35         	4.921349e-03
62.4          	3.484789e-03
62.45         	7.371012e-04
62.5          	2.093737e-03
62.55         	4.948586e-03
62.6          	7.765230e-03
62.65         	1.013003e-02
62.7          	1.142907e-02
62.75         	1.277581e-02
62.8          	1.401703e-02
62.85         	1.512497e-02
62.9          	1.635009e-02
62.95         	1.570122e-02
63            	1.138198e-02
63.05         	9.833561e-03
63.1          	1.321421e-02
63.15         	9.063977e-03
63.2          	3.106664e-03
63.25         	3.136579e-03
63.3          	1.009034e-02
63.35         	1.751543e-02
63.4          	1.210451e-02
63.45         	2.531806e-02
63.5          	2.588721e-02
63.55         	7.042092e-03
63.6          	1.866208e-02
63.65         	2.711749e-02
63.7          	2.434490e-02
63.75         	1.332961e-02
63.8          	1.027060e-02
63.85         	2.136195e-02
63.9          	2.485498e-02
63.95         	2.409480e-02
64            	2.343676e-02
64.05         	2.290984e-02
64.1          	2.307653e-02
64.15         	2.327454e-02
64.2          	2.008456e-02
64.25         	6.013714e-03
64.3          	1.472828e-03
64.35         	1.844816e-02
64.4          	1.594053e-02
64.45         	1.350101e-02
64.5          	1.127615e-02
64.55         	9.324278e-03
64.6          	8.058245e-03
64.65         	7.971783e-03
64.7          	9.027497e-03
64.75         	1.089637e-02
64.8          	1.335244e-02
64.85         	1.614450e-02
64.9          	1.923146e-02
64.95         	2.261435e-02
65            	2.277211e-02
65.05         	2.208300e-02
65.1          	2.458558e-02
65.15         	2.997288e-02
65.2          	3.670398e-02
65.25         	3.542198e-02
65.3          	3.387120e-02
65.35         	3.175946e-02
65.4          	2.969021e-02
65.45         	2.735031e-02
65.5          	2.473817e-02
65.55         	2.185930e-02
65.6          	1.934287e-02
65.65         	1.720999e-02
65.7          	1.507475e-02
65.75         	1.278708e-02
65.8          	1.026184e-02
65.85         	7.728257e-03
65.9          	5.171990e-03
65.95         	2.496003e-03
66            	1.107699e-03
66.05         	4.159973e-03
66.1          	8.014877e-03
66.15         	1.275629e-02
66.2          	1.781306e-02
66.25         	2.386394e-02
66.3          	2.665362e-02
66.35         	2.382908e-02
66.4          	2.132239e-02
66.45         	1.908621e-02
66.5          	1.830735e-02
66.55         	1.401250e-02
66.6          	1.755514e-02
66.65         	2.202402e-02
66.7          	2.582651e-02
66.75         	1.390268e-02
66.8          	3.374885e-02
66.85         	3.630561e-02
66.9          	2.277152e-02
66.95         	1.319053e-02
67            	1.914129e-02
67.05         	2.563783e-02
67.1          	1.930159e-02
67.15         	1.352146e-02
67.2          	1.228138e-02
67.25         	1.172239e-02
67.3          	1.169031e-02
67.35         	1.208891e-02
67.4          	1.279616e-02
67.45         	1.364614e-02
67.5          	1.502703e-02
67.55         	1.677709e-02
67.6          	1.908362e-02
67.65         	1.830800e-02
67.7          	1.785580e-02
67.75         	1.767242e-02
67.8          	1.756033e-02
67.85         	1.725069e-02
67.9          	1.673844e-02
67.95         	1.564574e-02
68            	1.428829e-02
68.05         	1.289100e-02
68.1          	1.150439e-02
68.15         	1.018968e-02
68.2          	8.636056e-03
68.25         	7.069667e-03
68.3          	5.619468e-03
68.35         	4.176174e-03
68.4          	1.368598e-03
68.45         	1.478491e-03
68.5          	4.360212e-03
68.55         	7.224672e-03
68.6          	9.264128e-03
68.65         	1.058068e-02
68.7          	1.192534e-02
68.75         	1.319656e-02
68.8          	1.437413e-02
68.85         	1.554132e-02
68.9          	1.555163e-02
68.95         	1.087573e-02
69            	8.561342e-03
69.05         	8.737421e-03
69.1          	1.134596e-02
69.15         	5.550013e-03
69.2          	6.077875e-04
69.25         	7.359550e-03
69.3          	1.504624e-02
69.35         	1.676171e-02
69.4          	2.439519e-02
69.45         	2.493749e-02
69.5          	1.225933e-02
69.55         	1.320897e-02
69.6          	2.631747e-02
69.65         	2.666851e-02
69.7          	2.047221e-02
69.75         	1.154420e-02
69.8          	1.557999e-02
69.85         	2.456895e-02
69.9          	2.374923e-02
69.95         	2.310192e-02
70            	2.247757e-02
70.05         	2.255224e-02
70.1          	2.275847e-02
70.15         	2.293889e-02
70.2          	1.374147e-02
70.25         	1.055712e-02
70.3          	1.620981e-02
70.35         	1.769130e-02
70.4          	1.516446e-02
70.45         	1.278740e-02
70.5          	1.059810e-02
70.55         	8.821607e-03
70.6          	7.973378e-03
70.65         	8.329419e-03
70.7          	9.724652e-03
70.75         	1.189335e-02
70.8          	1.446931e-02
70.85         	1.736635e-02
70.9          	2.063965e-02
70.95         	2.390054e-02
71            	2.403379e-02
71.05         	2.228049e-02
71.1          	2.387683e-02
71.15         	2.861105e-02
71.2          	3.555153e-02
71.25         	3.441968e-02
71.3          	3.243814e-02
71.35         	3.033866e-02
71.4          	2.816575e-02
71.45         	2.608070e-02
71.5          	2.289253e-02
71.55         	2.025084e-02
71.6          	1.804208e-02
71.65         	1.603935e-02
71.7          	1.385607e-02
71.75         	1.147301e-02
71.8          	8.990577e-03
71.85         	6.504210e-03
71.9          	3.936338e-03
71.95         	1.265811e-03
72            	2.381754e-03
72.05         	5.854614e-03
72.1          	1.007259e-02
72.15         	1.509098e-02
72.2          	2.031960e-02
72.25         	2.575031e-02
72.3          	2.575611e-02
72.35         	2.320225e-02
72.4          	2.095041e-02
72.45         	1.923857e-02
72.5          	1.598174e-02
72.55         	1.834528e-02
72.6          	1.363147e-02
72.65         	2.469322e-02
72.7          	1.992197e-02
72.75         	2.208049e-02
72.8          	3.710461e-02
72.85         	2.713489e-02
72.9          	1.532922e-02
72.95         	1.525325e-02
73            	2.778437e-02
73.05         	2.251390e-02
73.1          	1.552297e-02
73.15         	1.290767e-02
73.2          	1.214108e-02
73.25         	1.186584e-02
73.3          	1.206820e-02
73.35         	1.273131e-02
73.4          	1.351792e-02
73.45         	1.483521e-02
73.5          	1.651208e-02
73.55         	1.881572e-02
73.6          	1.799288e-02
73.65         	1.741605e-02
73.7          	1.711883e-02
73.75         	1.701360e-02
73.8          	1.684608e-02
73.85         	1.653301e-02
73.9          	1.569958e-02
73.95         	1.443984e-02
74            	1.307392e-02
74.05         	1.170849e-02
74.1          	1.040510e-02
74.15         	9.051021e-03
74.2          	7.525534e-03
74.25         	6.056901e-03
74.3          	4.932672e-03
74.35         	3.192067e-03
74.4          	4.375041e-04
74.45         	2.425302e-03
74.5          	5.291961e-03
74.55         	8.102099e-03
74.6          	1.011219e-02
74.65         	1.141449e-02
74.7          	1.275269e-02
74.75         	1.399323e-02
74.8          	1.510908e-02
74.85         	1.631486e-02
74.9          	1.478904e-02
74.95         	1.072861e-02
75            	9.954681e-03
75.05         	4.524984e-03
75.1          	8.763471e-03
75.15         	2.866784e-03
75.2          	3.484208e-03
75.25         	1.058499e-02
75.3          	1.795332e-02
75.35         	1.457016e-02
75.4          	2.513514e-02
75.45         	2.572271e-02
75.5          	4.311021e-03
75.55         	2.154723e-02
75.6          	2.694941e-02
75.65         	2.479927e-02
75.7          	1.372816e-02
75.75         	1.072702e-02
75.8          	2.171884e-02
75.85         	2.462110e-02
75.9          	2.387950e-02
75.95         	2.320010e-02
76            	2.277695e-02
76.05         	2.297603e-02
76.1          	2.317309e-02
76.15         	2.070243e-02
76.2          	5.894006e-03
76.25         	2.728800e-03
76.3          	1.854084e-02
76.35         	1.603001e-02
76.4          	1.358164e-02
76.45         	1.133790e-02
76.5          	9.369492e-03
76.55         	8.086230e-03
76.6          	7.992584e-03
76.65         	9.042630e-03
76.7          	1.091163e-02
76.75         	1.336578e-02
76.8          	1.615894e-02
76.85         	1.925723e-02
76.9          	2.264103e-02
76.95         	2.417814e-02
77            	2.196044e-02
77.05         	2.287674e-02
77.1          	2.715728e-02
77.15         	3.375716e-02
77.2          	3.528207e-02
77.25         	3.369103e-02
77.3          	3.154615e-02
77.35         	2.947906e-02
77.4          	2.717094e-02
77.45         	2.449465e-02
77.5          	2.163470e-02
77.55         	1.915118e-02
77.6          	1.706368e-02
77.65         	1.492839e-02
77.7          	1.263740e-02
77.75         	1.012010e-02
77.8          	7.596493e-03
77.85         	5.044816e-03
77.9          	2.363301e-03
77.95         	1.213496e-03
78            	4.326458e-03
78.05         	8.211823e-03
78.1          	1.301645e-02
78.15         	1.805597e-02
78.2          	2.421153e-02
78.25         	2.661386e-02
78.3          	2.383940e-02
78.35         	2.136279e-02
78.4          	1.914647e-02
78.45         	1.843355e-02
78.5          	1.740061e-02
78.55         	1.562784e-02
78.6          	2.237562e-02
78.65         	2.618430e-02
78.7          	1.398647e-02
78.75         	3.416451e-02
78.8          	3.480025e-02
78.85         	2.142643e-02
78.9          	1.294619e-02
78.95         	2.032013e-02
79            	2.521802e-02
79.05         	1.889088e-02
79.1          	1.342569e-02
79.15         	1.227372e-02
79.2          	1.176669e-02
79.25         	1.176696e-02
79.3          	1.220178e-02
79.35         	1.292927e-02
79.4          	1.384152e-02
79.45         	1.530382e-02
79.5          	1.715696e-02
79.55         	1.884421e-02
79.6          	1.809225e-02
79.65         	1.765858e-02
79.7          	1.748589e-02
79.75         	1.737280e-02
79.8          	1.706227e-02
79.85         	1.653062e-02
79.9          	1.542310e-02
79.95         	1.406760e-02
80            	1.267659e-02
