time,err_U,err_p,abs_U,abs_p,accepted,metric,source
8.815,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
8.915,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.014999999999999,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.115,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.215,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.315,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.415,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.52,0.010546207156310959,3.5206928751355693,0.11815326556885485,48.793387463924475,0.0,vol_weighted,adaptive_validation
9.719999999999999,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.82,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
9.925,0.005741405720796568,0.5769182773873168,0.06440454156261727,8.173635178018907,1.0,vol_weighted,adaptive_validation
10.0,nan,nan,nan,nan,0.0,rom_precheck,adaptive_validation
