# Selection   : all
# Cells       : 440
# Volume      : 7.374263e+01
# Time        	maxMag(U)
52.85         	2.809163e+00
52.9          	2.814207e+00
52.95         	2.818597e+00
53            	2.822178e+00
53.05         	2.825203e+00
53.1          	2.827623e+00
53.15         	2.829412e+00
53.2          	2.830451e+00
53.25         	2.830716e+00
53.3          	2.830512e+00
53.35         	2.829989e+00
53.4          	2.829157e+00
53.45         	2.827846e+00
53.5          	2.825975e+00
53.55         	2.823148e+00
53.6          	2.819554e+00
53.65         	2.815525e+00
53.7          	2.810896e+00
53.75         	2.810587e+00
53.8          	2.809686e+00
53.85         	2.808239e+00
53.9          	2.806282e+00
53.95         	2.803839e+00
54            	2.801040e+00
54.05         	2.797704e+00
54.1          	2.793796e+00
54.15         	2.789225e+00
54.2          	2.783978e+00
54.25         	2.778010e+00
54.3          	2.771347e+00
54.35         	2.764526e+00
54.4          	2.757444e+00
54.45         	2.749975e+00
54.5          	2.742057e+00
54.55         	2.747110e+00
54.6          	2.752472e+00
54.65         	2.757610e+00
54.7          	2.762741e+00
54.75         	2.767667e+00
54.8          	2.772270e+00
54.85         	2.776779e+00
54.9          	2.781458e+00
54.95         	2.786474e+00
55            	2.791797e+00
55.05         	2.797458e+00
55.1          	2.803505e+00
55.15         	2.809897e+00
55.2          	2.816372e+00
55.25         	2.823199e+00
55.3          	2.829923e+00
55.35         	2.836289e+00
55.4          	2.842048e+00
55.45         	2.846860e+00
55.5          	2.850722e+00
55.55         	2.853480e+00
55.6          	2.854972e+00
55.65         	2.855327e+00
55.7          	2.854768e+00
55.75         	2.853630e+00
55.8          	2.852355e+00
55.85         	2.851272e+00
55.9          	2.850536e+00
55.95         	2.910367e+00
56            	2.931792e+00
56.05         	2.906523e+00
56.1          	2.910936e+00
56.15         	3.002853e+00
56.2          	3.030417e+00
56.25         	3.000099e+00
56.3          	2.920332e+00
56.35         	2.859116e+00
56.4          	2.857284e+00
56.45         	2.853934e+00
56.5          	2.848919e+00
56.55         	2.842211e+00
56.6          	2.833885e+00
56.65         	2.824066e+00
56.7          	2.813067e+00
56.75         	2.801007e+00
56.8          	2.833372e+00
56.85         	2.868282e+00
56.9          	2.892292e+00
56.95         	2.905334e+00
57            	2.908689e+00
57.05         	2.904848e+00
57.1          	2.895505e+00
57.15         	2.882520e+00
57.2          	2.868022e+00
57.25         	2.853253e+00
57.3          	2.838921e+00
57.35         	2.825653e+00
57.4          	2.840622e+00
57.45         	2.856694e+00
57.5          	2.871482e+00
57.55         	2.885197e+00
57.6          	2.896947e+00
57.65         	2.906677e+00
57.7          	2.914228e+00
57.75         	2.919447e+00
57.8          	2.922679e+00
57.85         	2.923328e+00
57.9          	2.921493e+00
57.95         	2.917191e+00
58            	2.910407e+00
58.05         	2.901297e+00
58.1          	2.890175e+00
58.15         	2.876683e+00
58.2          	2.860629e+00
58.25         	2.842481e+00
58.3          	2.822473e+00
58.35         	2.800384e+00
58.4          	2.777122e+00
58.45         	2.760819e+00
58.5          	2.768440e+00
58.55         	2.775834e+00
58.6          	2.782913e+00
58.65         	2.789631e+00
58.7          	2.796181e+00
58.75         	2.802439e+00
58.8          	2.808163e+00
58.85         	2.813395e+00
58.9          	2.818019e+00
58.95         	2.821819e+00
59            	2.824906e+00
59.05         	2.827449e+00
59.1          	2.829380e+00
59.15         	2.830588e+00
59.2          	2.831007e+00
59.25         	2.830699e+00
59.3          	2.830177e+00
59.35         	2.829344e+00
59.4          	2.828094e+00
59.45         	2.826357e+00
59.5          	2.824054e+00
59.55         	2.820512e+00
59.6          	2.816565e+00
59.65         	2.812209e+00
59.7          	2.807192e+00
59.75         	2.802705e+00
59.8          	2.801343e+00
59.85         	2.799431e+00
59.9          	2.797067e+00
59.95         	2.794279e+00
60            	2.791087e+00
60.05         	2.787378e+00
60.1          	2.783084e+00
60.15         	2.778120e+00
60.2          	2.772496e+00
60.25         	2.766259e+00
60.3          	2.759434e+00
60.35         	2.752535e+00
60.4          	2.745406e+00
60.45         	2.738094e+00
60.5          	2.744975e+00
60.55         	2.750890e+00
60.6          	2.756124e+00
60.65         	2.761446e+00
60.7          	2.766658e+00
60.75         	2.771621e+00
60.8          	2.776294e+00
60.85         	2.781028e+00
60.9          	2.786001e+00
60.95         	2.791325e+00
61            	2.796881e+00
61.05         	2.802774e+00
61.1          	2.809000e+00
61.15         	2.815348e+00
61.2          	2.821893e+00
61.25         	2.828526e+00
61.3          	2.834908e+00
61.35         	2.840788e+00
61.4          	2.845771e+00
61.45         	2.849903e+00
61.5          	2.853038e+00
61.55         	2.855045e+00
61.6          	2.855828e+00
61.65         	2.855608e+00
61.7          	2.854659e+00
61.75         	2.853376e+00
61.8          	2.852176e+00
61.85         	2.851311e+00
61.9          	2.869495e+00
61.95         	2.918048e+00
62            	2.917789e+00
62.05         	2.873987e+00
62.1          	2.949360e+00
62.15         	3.015088e+00
62.2          	3.019004e+00
62.25         	2.967906e+00
62.3          	2.872457e+00
62.35         	2.859346e+00
62.4          	2.856892e+00
62.45         	2.852796e+00
62.5          	2.847009e+00
62.55         	2.839514e+00
62.6          	2.830450e+00
62.65         	2.819970e+00
62.7          	2.808424e+00
62.75         	2.817325e+00
62.8          	2.860072e+00
62.85         	2.889660e+00
62.9          	2.908313e+00
62.95         	2.915821e+00
63            	2.914180e+00
63.05         	2.905894e+00
63.1          	2.892838e+00
63.15         	2.876892e+00
63.2          	2.859799e+00
63.25         	2.843158e+00
63.3          	2.827507e+00
63.35         	2.825109e+00
63.4          	2.842434e+00
63.45         	2.858707e+00
63.5          	2.874094e+00
63.55         	2.888167e+00
63.6          	2.900176e+00
63.65         	2.910209e+00
63.7          	2.917830e+00
63.75         	2.923321e+00
63.8          	2.926538e+00
63.85         	2.926951e+00
63.9          	2.924764e+00
63.95         	2.919984e+00
64            	2.912668e+00
64.05         	2.902942e+00
64.1          	2.891116e+00
64.15         	2.876538e+00
64.2          	2.859614e+00
64.25         	2.840685e+00
64.3          	2.819434e+00
64.35         	2.796317e+00
64.4          	2.772618e+00
64.45         	2.762776e+00
64.5          	2.770330e+00
64.55         	2.777589e+00
64.6          	2.784493e+00
64.65         	2.791260e+00
64.7          	2.797717e+00
64.75         	2.803831e+00
64.8          	2.809409e+00
64.85         	2.814459e+00
64.9          	2.818845e+00
64.95         	2.822400e+00
65            	2.825414e+00
65.05         	2.827812e+00
65.1          	2.829577e+00
65.15         	2.830592e+00
65.2          	2.830839e+00
65.25         	2.830576e+00
65.3          	2.830014e+00
65.35         	2.829154e+00
65.4          	2.827807e+00
65.45         	2.825911e+00
65.5          	2.823098e+00
65.55         	2.819474e+00
65.6          	2.815435e+00
65.65         	2.810766e+00
65.7          	2.808536e+00
65.75         	2.807605e+00
65.8          	2.806116e+00
65.85         	2.804126e+00
65.9          	2.801656e+00
65.95         	2.798821e+00
66            	2.795461e+00
66.05         	2.791537e+00
66.1          	2.786963e+00
66.15         	2.781719e+00
66.2          	2.775757e+00
66.25         	2.769098e+00
66.3          	2.762288e+00
66.35         	2.755210e+00
66.4          	2.747776e+00
66.45         	2.741022e+00
66.5          	2.747253e+00
66.55         	2.752683e+00
66.6          	2.757839e+00
66.65         	2.763014e+00
66.7          	2.767984e+00
66.75         	2.772645e+00
66.8          	2.777185e+00
66.85         	2.781883e+00
66.9          	2.786938e+00
66.95         	2.792269e+00
67            	2.797947e+00
67.05         	2.803993e+00
67.1          	2.810385e+00
67.15         	2.816832e+00
67.2          	2.823635e+00
67.25         	2.830331e+00
67.3          	2.836675e+00
67.35         	2.842402e+00
67.4          	2.847182e+00
67.45         	2.851031e+00
67.5          	2.853799e+00
67.55         	2.855292e+00
67.6          	2.855654e+00
67.65         	2.855103e+00
67.7          	2.853968e+00
67.75         	2.852694e+00
67.8          	2.851616e+00
67.85         	2.850891e+00
67.9          	2.907079e+00
67.95         	2.929979e+00
68            	2.905973e+00
68.05         	2.903424e+00
68.1          	2.998592e+00
68.15         	3.028833e+00
68.2          	3.001102e+00
68.25         	2.923167e+00
68.3          	2.859583e+00
68.35         	2.857781e+00
68.4          	2.854473e+00
68.45         	2.849488e+00
68.5          	2.842804e+00
68.55         	2.834493e+00
68.6          	2.824679e+00
68.65         	2.813655e+00
68.7          	2.801577e+00
68.75         	2.835028e+00
68.8          	2.870624e+00
68.85         	2.894829e+00
68.9          	2.908044e+00
68.95         	2.911396e+00
69            	2.907288e+00
69.05         	2.897623e+00
69.1          	2.884237e+00
69.15         	2.869075e+00
69.2          	2.853742e+00
69.25         	2.838881e+00
69.3          	2.825113e+00
69.35         	2.838995e+00
69.4          	2.855203e+00
69.45         	2.870225e+00
69.5          	2.884187e+00
69.55         	2.896234e+00
69.6          	2.906249e+00
69.65         	2.914178e+00
69.7          	2.919604e+00
69.75         	2.923102e+00
69.8          	2.924040e+00
69.85         	2.922408e+00
69.9          	2.918287e+00
69.95         	2.911655e+00
70            	2.902637e+00
70.05         	2.891595e+00
70.1          	2.878147e+00
70.15         	2.862125e+00
70.2          	2.843968e+00
70.25         	2.823895e+00
70.3          	2.801726e+00
70.35         	2.778329e+00
70.4          	2.760266e+00
70.45         	2.767898e+00
70.5          	2.775300e+00
70.55         	2.782383e+00
70.6          	2.789138e+00
70.65         	2.795707e+00
70.7          	2.801995e+00
70.75         	2.807741e+00
70.8          	2.813015e+00
70.85         	2.817678e+00
70.9          	2.821532e+00
70.95         	2.824662e+00
71            	2.827253e+00
71.05         	2.829235e+00
71.1          	2.830494e+00
71.15         	2.830970e+00
71.2          	2.830715e+00
71.25         	2.830237e+00
71.3          	2.829443e+00
71.35         	2.828228e+00
71.4          	2.826538e+00
71.45         	2.824255e+00
71.5          	2.820732e+00
71.55         	2.816801e+00
71.6          	2.812441e+00
71.65         	2.807425e+00
71.7          	2.804110e+00
71.75         	2.802789e+00
71.8          	2.800918e+00
71.85         	2.798582e+00
71.9          	2.795827e+00
71.95         	2.792652e+00
72            	2.788950e+00
72.05         	2.784656e+00
72.1          	2.779692e+00
72.15         	2.774045e+00
72.2          	2.767785e+00
72.25         	2.760938e+00
72.3          	2.754026e+00
72.35         	2.746854e+00
72.4          	2.739246e+00
72.45         	2.744923e+00
72.5          	2.750788e+00
72.55         	2.755994e+00
72.6          	2.761289e+00
72.65         	2.766458e+00
72.7          	2.771373e+00
72.75         	2.775996e+00
72.8          	2.780689e+00
72.85         	2.785627e+00
72.9          	2.790921e+00
72.95         	2.796468e+00
73            	2.802360e+00
73.05         	2.808599e+00
73.1          	2.814981e+00
73.15         	2.821580e+00
73.2          	2.828269e+00
73.25         	2.834701e+00
73.3          	2.840656e+00
73.35         	2.845711e+00
73.4          	2.849901e+00
73.45         	2.853084e+00
73.5          	2.855117e+00
73.55         	2.855923e+00
73.6          	2.855720e+00
73.65         	2.854779e+00
73.7          	2.853498e+00
73.75         	2.852305e+00
73.8          	2.851438e+00
73.85         	2.873323e+00
73.9          	2.920691e+00
73.95         	2.919190e+00
74            	2.874231e+00
74.05         	2.954084e+00
74.1          	3.017478e+00
74.15         	3.019447e+00
74.2          	2.966286e+00
74.25         	2.869320e+00
74.3          	2.859306e+00
74.35         	2.856794e+00
74.4          	2.852637e+00
74.45         	2.846790e+00
74.5          	2.839235e+00
74.55         	2.830121e+00
74.6          	2.819595e+00
74.65         	2.808012e+00
74.7          	2.817280e+00
74.75         	2.859683e+00
74.8          	2.889082e+00
74.85         	2.907580e+00
74.9          	2.915075e+00
74.95         	2.913516e+00
75            	2.905504e+00
75.05         	2.892724e+00
75.1          	2.877124e+00
75.15         	2.860486e+00
75.2          	2.844253e+00
75.25         	2.828961e+00
75.3          	2.827382e+00
75.35         	2.844476e+00
75.4          	2.860444e+00
75.45         	2.875529e+00
75.5          	2.889235e+00
75.55         	2.900855e+00
75.6          	2.910515e+00
75.65         	2.917705e+00
75.7          	2.922833e+00
75.75         	2.925688e+00
75.8          	2.925747e+00
75.85         	2.923253e+00
75.9          	2.918182e+00
75.95         	2.910594e+00
76            	2.900709e+00
76.05         	2.888680e+00
76.1          	2.873918e+00
76.15         	2.856829e+00
76.2          	2.837767e+00
76.25         	2.816406e+00
76.3          	2.793201e+00
76.35         	2.769506e+00
76.4          	2.763377e+00
76.45         	2.770917e+00
76.5          	2.778163e+00
76.55         	2.785055e+00
76.6          	2.791797e+00
76.65         	2.798236e+00
76.7          	2.804321e+00
76.75         	2.809869e+00
76.8          	2.814880e+00
76.85         	2.819215e+00
76.9          	2.822713e+00
76.95         	2.825679e+00
77            	2.828021e+00
77.05         	2.829729e+00
77.1          	2.830680e+00
77.15         	2.830865e+00
77.2          	2.830559e+00
77.25         	2.829954e+00
77.3          	2.829051e+00
77.35         	2.827656e+00
77.4          	2.825703e+00
77.45         	2.822804e+00
77.5          	2.819133e+00
77.55         	2.815062e+00
77.6          	2.810358e+00
77.65         	2.807390e+00
77.7          	2.806401e+00
77.75         	2.804855e+00
77.8          	2.802813e+00
77.85         	2.800289e+00
77.9          	2.797415e+00
77.95         	2.794005e+00
78            	2.790030e+00
78.05         	2.785402e+00
78.1          	2.780104e+00
78.15         	2.774111e+00
78.2          	2.767399e+00
78.25         	2.760594e+00
78.3          	2.753509e+00
78.35         	2.746061e+00
78.4          	2.741535e+00
78.45         	2.747740e+00
78.5          	2.753126e+00
78.55         	2.758337e+00
78.6          	2.763513e+00
78.65         	2.768484e+00
78.7          	2.773141e+00
78.75         	2.777706e+00
78.8          	2.782435e+00
78.85         	2.787529e+00
78.9          	2.792887e+00
78.95         	2.798595e+00
79            	2.804668e+00
79.05         	2.811079e+00
79.1          	2.817528e+00
79.15         	2.824328e+00
79.2          	2.830997e+00
79.25         	2.837304e+00
79.3          	2.842951e+00
79.35         	2.847668e+00
79.4          	2.851442e+00
79.45         	2.854134e+00
79.5          	2.855549e+00
79.55         	2.855844e+00
79.6          	2.855244e+00
79.65         	2.854088e+00
79.7          	2.852818e+00
79.75         	2.851763e+00
79.8          	2.851069e+00
79.85         	2.908695e+00
79.9          	2.928989e+00
79.95         	2.902668e+00
80            	2.908167e+00
