# Selection   : all
# Cells       : 440
# Volume      : 7.374263e+01
# Time        	min(p)
49.45         	-1.625039e+00
49.5          	-1.622454e+00
49.55         	-1.622204e+00
49.6          	-1.587918e+00
49.65         	-1.576884e+00
49.7          	-1.577762e+00
49.75         	-1.582595e+00
49.8          	-1.587546e+00
49.85         	-1.677701e+00
49.9          	-1.795606e+00
49.95         	-1.857694e+00
50            	-1.738217e+00
50.05         	-1.738106e+00
50.1          	-1.787936e+00
50.15         	-1.823428e+00
50.2          	-1.864983e+00
50.25         	-1.858389e+00
50.3          	-1.888798e+00
50.35         	-1.865783e+00
50.4          	-1.780206e+00
50.45         	-1.835614e+00
50.5          	-1.878687e+00
50.55         	-1.888610e+00
50.6          	-1.869631e+00
50.65         	-1.824576e+00
50.7          	-1.766487e+00
50.75         	-1.681365e+00
50.8          	-1.606514e+00
50.85         	-1.650296e+00
50.9          	-1.722285e+00
50.95         	-1.688196e+00
51            	-1.713461e+00
51.05         	-1.763514e+00
51.1          	-1.736638e+00
51.15         	-1.772414e+00
51.2          	-1.799233e+00
51.25         	-1.820437e+00
51.3          	-1.816643e+00
51.35         	-1.839835e+00
51.4          	-1.857249e+00
51.45         	-1.870626e+00
51.5          	-1.874639e+00
51.55         	-1.864326e+00
51.6          	-1.860441e+00
51.65         	-1.859443e+00
51.7          	-1.852427e+00
51.75         	-1.863481e+00
51.8          	-1.851746e+00
51.85         	-1.840316e+00
51.9          	-1.857170e+00
51.95         	-1.857296e+00
52            	-1.858500e+00
52.05         	-1.862171e+00
52.1          	-1.846407e+00
52.15         	-1.885576e+00
52.2          	-1.901294e+00
52.25         	-1.922321e+00
52.3          	-1.900030e+00
52.35         	-1.891040e+00
52.4          	-1.906129e+00
52.45         	-1.884053e+00
52.5          	-1.903958e+00
52.55         	-1.923371e+00
52.6          	-1.934829e+00
52.65         	-1.979619e+00
52.7          	-1.972967e+00
52.75         	-1.994758e+00
52.8          	-2.002193e+00
52.85         	-2.007096e+00
52.9          	-2.012083e+00
52.95         	-2.020230e+00
53            	-2.023008e+00
53.05         	-1.993719e+00
53.1          	-1.977996e+00
53.15         	-2.008989e+00
53.2          	-1.965422e+00
53.25         	-1.932134e+00
53.3          	-1.967368e+00
53.35         	-1.924163e+00
53.4          	-1.909735e+00
53.45         	-1.888431e+00
53.5          	-1.835844e+00
53.55         	-1.911299e+00
53.6          	-1.882593e+00
53.65         	-1.860775e+00
53.7          	-1.851130e+00
53.75         	-1.828561e+00
53.8          	-1.806517e+00
53.85         	-1.780534e+00
53.9          	-1.745543e+00
53.95         	-1.712061e+00
54            	-1.675591e+00
54.05         	-1.630668e+00
54.1          	-1.596782e+00
54.15         	-1.567273e+00
54.2          	-1.531806e+00
54.25         	-1.565666e+00
54.3          	-1.797476e+00
54.35         	-1.641983e+00
54.4          	-1.612670e+00
54.45         	-1.625839e+00
54.5          	-1.647639e+00
54.55         	-1.613137e+00
54.6          	-1.776123e+00
54.65         	-1.622568e+00
54.7          	-1.636274e+00
54.75         	-1.646090e+00
54.8          	-1.646345e+00
54.85         	-1.640535e+00
54.9          	-1.667717e+00
54.95         	-1.656239e+00
55            	-1.667246e+00
55.05         	-1.671335e+00
55.1          	-1.678756e+00
55.15         	-1.691603e+00
55.2          	-1.658032e+00
55.25         	-1.671705e+00
55.3          	-1.661397e+00
55.35         	-1.649181e+00
55.4          	-1.630895e+00
55.45         	-1.609279e+00
55.5          	-1.608335e+00
55.55         	-1.588725e+00
55.6          	-1.575349e+00
55.65         	-1.571695e+00
55.7          	-1.578046e+00
55.75         	-1.579580e+00
55.8          	-1.608930e+00
55.85         	-1.683534e+00
55.9          	-1.882714e+00
55.95         	-1.824016e+00
56            	-1.719682e+00
56.05         	-1.764150e+00
56.1          	-1.810061e+00
56.15         	-1.838028e+00
56.2          	-1.842211e+00
56.25         	-1.882806e+00
56.3          	-1.880392e+00
56.35         	-1.813834e+00
56.4          	-1.819591e+00
56.45         	-1.865932e+00
56.5          	-1.877609e+00
56.55         	-1.863564e+00
56.6          	-1.829292e+00
56.65         	-1.769153e+00
56.7          	-1.680192e+00
56.75         	-1.620163e+00
56.8          	-1.654881e+00
56.85         	-1.741469e+00
56.9          	-1.691209e+00
56.95         	-1.721422e+00
57            	-1.789817e+00
57.05         	-1.746264e+00
57.1          	-1.783431e+00
57.15         	-1.822295e+00
57.2          	-1.811071e+00
57.25         	-1.830473e+00
57.3          	-1.853120e+00
57.35         	-1.872913e+00
57.4          	-1.885170e+00
57.45         	-1.902640e+00
57.5          	-1.873325e+00
57.55         	-1.868314e+00
57.6          	-1.872995e+00
57.65         	-1.872952e+00
57.7          	-1.892259e+00
57.75         	-1.852563e+00
57.8          	-1.858083e+00
57.85         	-1.852461e+00
57.9          	-1.864976e+00
57.95         	-1.865537e+00
58            	-1.868922e+00
58.05         	-1.856836e+00
58.1          	-1.892527e+00
58.15         	-1.920249e+00
58.2          	-1.932163e+00
58.25         	-1.935122e+00
58.3          	-1.909373e+00
58.35         	-1.902784e+00
58.4          	-1.890337e+00
58.45         	-1.907007e+00
58.5          	-1.924969e+00
58.55         	-1.940023e+00
58.6          	-1.955205e+00
58.65         	-1.973766e+00
58.7          	-1.990293e+00
58.75         	-2.010618e+00
58.8          	-2.016825e+00
58.85         	-2.019908e+00
58.9          	-2.027589e+00
58.95         	-1.978225e+00
59            	-2.021831e+00
59.05         	-1.994531e+00
59.1          	-1.991520e+00
59.15         	-2.035019e+00
59.2          	-1.959490e+00
59.25         	-1.936331e+00
59.3          	-1.937218e+00
59.35         	-1.927446e+00
59.4          	-1.905205e+00
59.45         	-1.885441e+00
59.5          	-1.928297e+00
59.55         	-1.908433e+00
59.6          	-1.887836e+00
59.65         	-1.855579e+00
59.7          	-1.852987e+00
59.75         	-1.828209e+00
59.8          	-1.802986e+00
59.85         	-1.765159e+00
59.9          	-1.739667e+00
59.95         	-1.696915e+00
60            	-1.657617e+00
60.05         	-1.622300e+00
60.1          	-1.590594e+00
60.15         	-1.563722e+00
60.2          	-1.561631e+00
60.25         	-1.607729e+00
60.3          	-1.613313e+00
60.35         	-1.649537e+00
60.4          	-1.637499e+00
60.45         	-1.647707e+00
60.5          	-1.661142e+00
60.55         	-1.622316e+00
60.6          	-1.631685e+00
60.65         	-1.648535e+00
60.7          	-1.655829e+00
60.75         	-1.670699e+00
60.8          	-1.651277e+00
60.85         	-1.657384e+00
60.9          	-1.672180e+00
60.95         	-1.666184e+00
61            	-1.683122e+00
61.05         	-1.684195e+00
61.1          	-1.689564e+00
61.15         	-1.703546e+00
61.2          	-1.688684e+00
61.25         	-1.676329e+00
61.3          	-1.667503e+00
61.35         	-1.650366e+00
61.4          	-1.623536e+00
61.45         	-1.621340e+00
61.5          	-1.621173e+00
61.55         	-1.587933e+00
61.6          	-1.576312e+00
61.65         	-1.576823e+00
61.7          	-1.582556e+00
61.75         	-1.585282e+00
61.8          	-1.664722e+00
61.85         	-1.767704e+00
61.9          	-1.867482e+00
61.95         	-1.757294e+00
62            	-1.736358e+00
62.05         	-1.786307e+00
62.1          	-1.822305e+00
62.15         	-1.863533e+00
62.2          	-1.861540e+00
62.25         	-1.892038e+00
62.3          	-1.861222e+00
62.35         	-1.753173e+00
62.4          	-1.833143e+00
62.45         	-1.876202e+00
62.5          	-1.885879e+00
62.55         	-1.864432e+00
62.6          	-1.818565e+00
62.65         	-1.760083e+00
62.7          	-1.679077e+00
62.75         	-1.608030e+00
62.8          	-1.656261e+00
62.85         	-1.721092e+00
62.9          	-1.694519e+00
62.95         	-1.718972e+00
63            	-1.787493e+00
63.05         	-1.741563e+00
63.1          	-1.778354e+00
63.15         	-1.805904e+00
63.2          	-1.816327e+00
63.25         	-1.824947e+00
63.3          	-1.846945e+00
63.35         	-1.864539e+00
63.4          	-1.881277e+00
63.45         	-1.876573e+00
63.5          	-1.866450e+00
63.55         	-1.860143e+00
63.6          	-1.863055e+00
63.65         	-1.860140e+00
63.7          	-1.862494e+00
63.75         	-1.855659e+00
63.8          	-1.844255e+00
63.85         	-1.859707e+00
63.9          	-1.859879e+00
63.95         	-1.861479e+00
64            	-1.866443e+00
64.05         	-1.852666e+00
64.1          	-1.895119e+00
64.15         	-1.906995e+00
64.2          	-1.926520e+00
64.25         	-1.944205e+00
64.3          	-1.896261e+00
64.35         	-1.903297e+00
64.4          	-1.886605e+00
64.45         	-1.906108e+00
64.5          	-1.925914e+00
64.55         	-1.938211e+00
64.6          	-1.964615e+00
64.65         	-1.974790e+00
64.7          	-1.966060e+00
64.75         	-2.003598e+00
64.8          	-2.006858e+00
64.85         	-2.014776e+00
64.9          	-2.021717e+00
64.95         	-2.022580e+00
65            	-2.006501e+00
65.05         	-1.982851e+00
65.1          	-2.010272e+00
65.15         	-1.967286e+00
65.2          	-1.935636e+00
65.25         	-1.969581e+00
65.3          	-1.926670e+00
65.35         	-1.913172e+00
65.4          	-1.893314e+00
65.45         	-1.843817e+00
65.5          	-1.912981e+00
65.55         	-1.889685e+00
65.6          	-1.865873e+00
65.65         	-1.856230e+00
65.7          	-1.834327e+00
65.75         	-1.812892e+00
65.8          	-1.786706e+00
65.85         	-1.750947e+00
65.9          	-1.716062e+00
65.95         	-1.678070e+00
66            	-1.635382e+00
66.05         	-1.601106e+00
66.1          	-1.571560e+00
66.15         	-1.537101e+00
66.2          	-1.572430e+00
66.25         	-1.760721e+00
66.3          	-1.643529e+00
66.35         	-1.619082e+00
66.4          	-1.631833e+00
66.45         	-1.644341e+00
66.5          	-1.618844e+00
66.55         	-1.746627e+00
66.6          	-1.625141e+00
66.65         	-1.641870e+00
66.7          	-1.651654e+00
66.75         	-1.656162e+00
66.8          	-1.647215e+00
66.85         	-1.664596e+00
66.9          	-1.662666e+00
66.95         	-1.672007e+00
67            	-1.674596e+00
67.05         	-1.683661e+00
67.1          	-1.692886e+00
67.15         	-1.666914e+00
67.2          	-1.674973e+00
67.25         	-1.665799e+00
67.3          	-1.649330e+00
67.35         	-1.632962e+00
67.4          	-1.612861e+00
67.45         	-1.610375e+00
67.5          	-1.586985e+00
67.55         	-1.577483e+00
67.6          	-1.572869e+00
67.65         	-1.579042e+00
67.7          	-1.580133e+00
67.75         	-1.608643e+00
67.8          	-1.681822e+00
67.85         	-1.870612e+00
67.9          	-1.824608e+00
67.95         	-1.719695e+00
68            	-1.761178e+00
68.05         	-1.811988e+00
68.1          	-1.837723e+00
68.15         	-1.852302e+00
68.2          	-1.883163e+00
68.25         	-1.882994e+00
68.3          	-1.815895e+00
68.35         	-1.815506e+00
68.4          	-1.862981e+00
68.45         	-1.883166e+00
68.5          	-1.869217e+00
68.55         	-1.832234e+00
68.6          	-1.782986e+00
68.65         	-1.686454e+00
68.7          	-1.626694e+00
68.75         	-1.648927e+00
68.8          	-1.707818e+00
68.85         	-1.694427e+00
68.9          	-1.716743e+00
68.95         	-1.771337e+00
69            	-1.743393e+00
69.05         	-1.778145e+00
69.1          	-1.810641e+00
69.15         	-1.807372e+00
69.2          	-1.826701e+00
69.25         	-1.847582e+00
69.3          	-1.866661e+00
69.35         	-1.881499e+00
69.4          	-1.901510e+00
69.45         	-1.875355e+00
69.5          	-1.865946e+00
69.55         	-1.872616e+00
69.6          	-1.871194e+00
69.65         	-1.884244e+00
69.7          	-1.850698e+00
69.75         	-1.857676e+00
69.8          	-1.859726e+00
69.85         	-1.864318e+00
69.9          	-1.864646e+00
69.95         	-1.867032e+00
70            	-1.856282e+00
70.05         	-1.889298e+00
70.1          	-1.915387e+00
70.15         	-1.931119e+00
70.2          	-1.935009e+00
70.25         	-1.909156e+00
70.3          	-1.901123e+00
70.35         	-1.890251e+00
70.4          	-1.905447e+00
70.45         	-1.923390e+00
70.5          	-1.938347e+00
70.55         	-1.951032e+00
70.6          	-1.972014e+00
70.65         	-1.988355e+00
70.7          	-2.041546e+00
70.75         	-2.015138e+00
70.8          	-2.018525e+00
70.85         	-2.026248e+00
70.9          	-1.976011e+00
70.95         	-2.020724e+00
71            	-1.994055e+00
71.05         	-1.991168e+00
71.1          	-2.034012e+00
71.15         	-1.958920e+00
71.2          	-1.927088e+00
71.25         	-1.935421e+00
71.3          	-1.926190e+00
71.35         	-1.903531e+00
71.4          	-1.889282e+00
71.45         	-1.924812e+00
71.5          	-1.907280e+00
71.55         	-1.886820e+00
71.6          	-1.855431e+00
71.65         	-1.852091e+00
71.7          	-1.826576e+00
71.75         	-1.801350e+00
71.8          	-1.774884e+00
71.85         	-1.738023e+00
71.9          	-1.695783e+00
71.95         	-1.658109e+00
72            	-1.621335e+00
72.05         	-1.589878e+00
72.1          	-1.563059e+00
72.15         	-1.560460e+00
72.2          	-1.604465e+00
72.25         	-1.615164e+00
72.3          	-1.615056e+00
72.35         	-1.635834e+00
72.4          	-1.647082e+00
72.45         	-1.636861e+00
72.5          	-1.624445e+00
72.55         	-1.629614e+00
72.6          	-1.645872e+00
72.65         	-1.654408e+00
72.7          	-1.669828e+00
72.75         	-1.650699e+00
72.8          	-1.655524e+00
72.85         	-1.670730e+00
72.9          	-1.667616e+00
72.95         	-1.680248e+00
73            	-1.683611e+00
73.05         	-1.689448e+00
73.1          	-1.706147e+00
73.15         	-1.686409e+00
73.2          	-1.674148e+00
73.25         	-1.665325e+00
73.3          	-1.648914e+00
73.35         	-1.622304e+00
73.4          	-1.620154e+00
73.45         	-1.620392e+00
73.5          	-1.587058e+00
73.55         	-1.575691e+00
73.6          	-1.576646e+00
73.65         	-1.582852e+00
73.7          	-1.581088e+00
73.75         	-1.664073e+00
73.8          	-1.760959e+00
73.85         	-1.873102e+00
73.9          	-1.767961e+00
73.95         	-1.737981e+00
74            	-1.788175e+00
74.05         	-1.824595e+00
74.1          	-1.866705e+00
74.15         	-1.866027e+00
74.2          	-1.896311e+00
74.25         	-1.846654e+00
74.3          	-1.762925e+00
74.35         	-1.837417e+00
74.4          	-1.875915e+00
74.45         	-1.883644e+00
74.5          	-1.855738e+00
74.55         	-1.814201e+00
74.6          	-1.747658e+00
74.65         	-1.674705e+00
74.7          	-1.614479e+00
74.75         	-1.662540e+00
74.8          	-1.675487e+00
74.85         	-1.698235e+00
74.9          	-1.723933e+00
74.95         	-1.808784e+00
75            	-1.749954e+00
75.05         	-1.783365e+00
75.1          	-1.811613e+00
75.15         	-1.812180e+00
75.2          	-1.829289e+00
75.25         	-1.853901e+00
75.3          	-1.871013e+00
75.35         	-1.891684e+00
75.4          	-1.877497e+00
75.45         	-1.866755e+00
75.5          	-1.864854e+00
75.55         	-1.863259e+00
75.6          	-1.858821e+00
75.65         	-1.855161e+00
75.7          	-1.855914e+00
75.75         	-1.844238e+00
75.8          	-1.861305e+00
75.85         	-1.861577e+00
75.9          	-1.862428e+00
75.95         	-1.871653e+00
76            	-1.859852e+00
76.05         	-1.900352e+00
76.1          	-1.910191e+00
76.15         	-1.929070e+00
76.2          	-1.942613e+00
76.25         	-1.898173e+00
76.3          	-1.900939e+00
76.35         	-1.889357e+00
76.4          	-1.908807e+00
76.45         	-1.928192e+00
76.5          	-1.940463e+00
76.55         	-1.971569e+00
76.6          	-1.977106e+00
76.65         	-1.966147e+00
76.7          	-2.005243e+00
76.75         	-2.009559e+00
76.8          	-2.015602e+00
76.85         	-2.024193e+00
76.9          	-2.022254e+00
76.95         	-2.006803e+00
77            	-1.981217e+00
77.05         	-2.010710e+00
77.1          	-1.967207e+00
77.15         	-1.934442e+00
77.2          	-1.974441e+00
77.25         	-1.927563e+00
77.3          	-1.913604e+00
77.35         	-1.894955e+00
77.4          	-1.843291e+00
77.45         	-1.911807e+00
77.5          	-1.890103e+00
77.55         	-1.866837e+00
77.6          	-1.857553e+00
77.65         	-1.835530e+00
77.7          	-1.813895e+00
77.75         	-1.787581e+00
77.8          	-1.751502e+00
77.85         	-1.717679e+00
77.9          	-1.679465e+00
77.95         	-1.635594e+00
78            	-1.601409e+00
78.05         	-1.571791e+00
78.1          	-1.544794e+00
78.15         	-1.579210e+00
78.2          	-1.753027e+00
78.25         	-1.649745e+00
78.3          	-1.623482e+00
78.35         	-1.635989e+00
78.4          	-1.649185e+00
78.45         	-1.620149e+00
78.5          	-1.818776e+00
78.55         	-1.642272e+00
78.6          	-1.645328e+00
78.65         	-1.655338e+00
78.7          	-1.654196e+00
78.75         	-1.649716e+00
78.8          	-1.667613e+00
78.85         	-1.669116e+00
78.9          	-1.674726e+00
78.95         	-1.677273e+00
79            	-1.687107e+00
79.05         	-1.695185e+00
79.1          	-1.679650e+00
79.15         	-1.675942e+00
79.2          	-1.667367e+00
79.25         	-1.652462e+00
79.3          	-1.616850e+00
79.35         	-1.614019e+00
79.4          	-1.611259e+00
79.45         	-1.588945e+00
79.5          	-1.577888e+00
79.55         	-1.573686e+00
79.6          	-1.579683e+00
79.65         	-1.580626e+00
79.7          	-1.614485e+00
79.75         	-1.689069e+00
79.8          	-1.888428e+00
79.85         	-1.826775e+00
79.9          	-1.723596e+00
79.95         	-1.764829e+00
80            	-1.812435e+00
